,movie_cnt,movie_title,age,reviews,sent_number
81821,2461번,Spaceballs,6,Spaceballs is a 1987 comedy movie directed by Mel Brooks and starring Rick Moranis Bill Pullman Mel Brooks John Candy and Daphne Zuniga,1
81822,2461번,Spaceballs,6,This is a decent comedy spoof  It is funny and interesting to see how the original Star Wars characters are portrayed in this parody  The movie has some mild innuendo and a good amount of language including fck once sht and asshole  Its laughoutloud hilarious but its only a 3 star movie,4
81823,2461번,Spaceballs,6,this is the best mel brooks move  is is much funny,2
81824,2461번,Spaceballs,6,This is a good movie but more for the older audience,1
81825,2461번,Spaceballs,6,This spoof on classic sciencefiction movies can be very dumb and wacky but thats what makes it so unique  The humor used throughout has very wacky concepts to it but yet these concepts are very innovative when used and are able to effectively satirize Star Wars Alien and more with successful results,2
81826,2461번,Spaceballs,6,Spaceballs is a great Mel Brooks comedy with a laugh in a minute guarantee by all of the comedy lovers,1
81827,2461번,Spaceballs,6,Spaceballs is actually the first spoof movie I ever saw and it was very funny and in a creative way  Sure some of the humor is predictable but all of the humor is very creative  Mel Brooks has created humor that NO ONE has ever thought of doing  Like when Dark Helmet accidentally hits a cameraman with his Schwartz it is very creative and hilarious  Mel Brooks Rick Moranis John Candy and Bill Pullman were perfect for their roles and gave me something to laugh at several times throughout the movie  However it gets pretty dirty halfway through,6
82023,2471번,Spider-Man 2,8,Before no way home I have decided watching all of the spider man movies  AS I SAJD BEFOFE I BARELY remember this series so I went in this expecting a great experience and it was good,2
82024,2471번,Spider-Man 2,8,has stilzied actionviolence,1
82025,2471번,Spider-Man 2,8,CinematographyVisuals 45,1
82026,2471번,Spider-Man 2,8,Its a fine movie and has a good villain  Its not as violent as the first movie,2
82027,2471번,Spider-Man 2,8,I watched SpiderMan 2 back when I was probably 4 or 5  I remember the losing powers scene and just how good of a movie it was  But going back to the movie 8 years later just shows how harsh it actually is  Let me give you a brief idea of what I think is harsh in this movie  Let me know what you think,5
82028,2471번,Spider-Man 2,8,I love this movie but it is violent and has long kissing scenes,1
82029,2471번,Spider-Man 2,8,How is this ok for kids The wife sees a pane of glass hurtling towards her the entire emergency room staff are gutted  We stopped watching when the grandmother was dropped offa building  Not ok for kids,4
82030,2471번,Spider-Man 2,8,Wow spider man 2 is the best spider man movie ever it was amazing I watched this movie when I was 7 and I loved it doc ock is a great villain the actors are amazing cgi was great for the time cgi still holds up kinda and I totally recommend this movie but if this is your kids 1st pg13 movie then I would go for spider man homecoming then this movie,1
82031,2471번,Spider-Man 2,8,The only scene that you have to worry about is the medic scene its not scary its very violent for young kids and the concept of it is scary,1
82032,2471번,Spider-Man 2,8,Not for younger kids but for older kid teens and tweens perfect  SpiderMan 2 is one of my favorite movies,2
82179,2472번,Spider-Man 3,8,SpiderMan  3 may not not be the best of the series but it  is still really good and is a enjoyable  actionpacked blockbuster that you wont  wanna miss,1
82180,2472번,Spider-Man 3,8,This movie has too much violence  It gave me nightmares  I had a nightmare of a character named Venom  I think this movie should be rated R for intense action violence,4
82181,2472번,Spider-Man 3,8,The only reason why this movie gets so much hate is because the critics werent having it  It truly is spectacular how movie critics can sway the popular opinion surrounding a movie as great as SpiderMan 3  After overcoming various obstacles in the previous two movies Peter Parker SpiderMan is in the prime of his life  Hes with the girl of his dreams the city of New York loves him and hes just been given the key to the city  Peter eventually lets his pride get to him and he becomes oblivious to the troubles that those closest to him are facing  This lack of selfawareness leads to the untimely breakup between him and MJ and makes him susceptible to the symbiote suit which latches on to him halfway through the movie  This event gives rise to the black suited SpiderMan and consequently a cockier and even more oblivious emostyled Peter Parker  In exchange for enhanced powers and confidence Peter gives his humanity and kindness which made him who he was in the previous two movies  His newfound ferocious nature leads him to ferociously beatdown on Sandman and after believing that he has killed him Peter returns to his apartment   After a dispute with his beloved landlord Mr  Ditkovich Peter realizes that the black suit is bad for him and promptly puts it away  Mr  Ditkovich then helps Peter out by giving him some advice on how to flirt with MJ which includes the famous lines You are good woman I am good man  From then on the movie becomes all the more actionpacked leading to a thrilling climax at the end where Peter teams up with Harry to fight both Sandman and Venom  Would recommend to all buy this movie and show it to your kids,13
82182,2472번,Spider-Man 3,8,SpiderMan 3 is a good movie  Its still a competent addition to the Raimi Trilogy but its undoubtedly the worst in it  I used to really like this movie but upon rewatching it my opinion changed  I still had fun with it but there was a lot of bad parts in the movie probably more so than good parts  The characters seem pretty different from the first two and the story is so rushed that its hard to get invested in this film,5
82183,2472번,Spider-Man 3,8,This was personally my favorite of the three spiderman movies its theme was a little more mature than the other two spiderman aka peter parker almost goes evil in one section of the movie and it might be upsetting for kids when harry tries to kill peter in the end  But peter fights the temptation of becoming evil,2
82184,2472번,Spider-Man 3,8,Okay great movie  It has three villains Hobgoblin Venom and Sandman  I dont know what they were thinking with including Hobgoblin and Venom  They let Hobgoblin get a good play in the end but Venom No  It was nice to have Venom as a sidevillain but they did a great job with Sandman,6
82185,2472번,Spider-Man 3,8,Probably the best of the three this movie is quite a bit more intense than the first two if your kid was a little scared of the first two wait until heshe is 8,1
82186,2472번,Spider-Man 3,8,Parents need to know that this is the third film in the SpiderMan franchise  It has lots of violence  Peter has some scary nightmares  Peter is really mean in some scenes and strikes someone he loves  SPOILER ALERT Many important characters die including one character who is a minor villain but a main character as well as a main character from the other two films That one is really sad  Lots of I am going to mary someone else or I will date your girlfriend kind of thing  Good Movie  The evil goo might scare younger viewers,8
82187,2472번,Spider-Man 3,8,there is so much stabbing not so much cursing though if a kid under 8 watched it they would get nightmares,1
82600,2474번,Spies in Disguise,6,Pros Plot was nice there was a lot of humor and it teaches nice lessons like unity and friendship  Also good animation,2
82601,2474번,Spies in Disguise,6,More for younger kids,1
82602,2474번,Spies in Disguise,6,Im a very simple girl  I instantly love almost everything at watchread  But this This has gotta be the first piece of media excluding music  that has weirded me out  And even then I rate it 3 stars  Anyways as for anything parents should be concerned about,6
82603,2474번,Spies in Disguise,6,AAAAAAAAAAAAAAAAAAAAAAAAAAAHHHHHHHHHHH His hand shrinks,2
82604,2474번,Spies in Disguise,6,When I watched this I expected something funny or sad or something but I got garbage  It has enough potty humor and nude scenes to make a five year old laugh for days  There were no surprises or anything that would shock the viewer so dont waste your time with it,3
82605,2474번,Spies in Disguise,6,Theres nothing really inappropriate in spies in disguise  There is a scene with a naked man but you cant see anything to bad  you do see his butt very clearly but besides that theres no bad nudity  There is a normal amount of violence for a animated kids actioncomedy movie   As usual theres gross jokes and humor that will entertain a 58  That pretty much raps up my review the sad thing is that they had so much potential with this movie and they did nothing with it such talented voice actors to really a shame,6
82606,2474번,Spies in Disguise,6,Super good it funny and surprising you should watch this your kids will love it,1
82607,2474번,Spies in Disguise,6,Fun movie with nice story   Some parents comments are exagerated  This is a nice fun movie to watch,3
82617,2474번,Spies in Disguise,6,Spies in Disguise is a great movie  It is a funny movie and a little sad  It is a great adventure story Wilbur is a great role model,4
82618,2474번,Spies in Disguise,6,not funny but super funny haha i loved it,1
82619,2474번,Spies in Disguise,6,I have seen on here that some parents are leaving reviews of 18 Like really This is such an awesome movie How is it disgusting It has a picked on nerdy kid who saves the day And plus it is unlikely friends that do it together It is a kids movie and the naked parts arent even that bad for you to be covering your kids eyes And those who are saying the boy said Fifty Shades of Yeah how is that bad if I may ask It is not like he is saying Fifty Shades of Grey  There are some dramatic people out there that dont deserve to write reviews on here  It is just made to be funny especially for kids If you say you wasted your money maybe you should have read the reviews and then maybe considered instead of just watching the movie and leaving a horrible an overexaggerated review Very disappointed in some of these reviews ugh,14
82620,2474번,Spies in Disguise,6,I love this film I think it should be a TV show,2
82621,2474번,Spies in Disguise,6,It was meh Tom Holland is always great but there were moments that were a bit cringe  They had some millennial memes under disguise there was a scene of nudity that was uncomfortable oh god dont get me started on the sumo thing  It just made me and the very very Christian homeschool girl Im friends with super uncomfortable,3
82622,2474번,Spies in Disguise,6,Spies in disguise is a great movie in almost every way  Will Smith and Tom Holland knock it out of the park with voice acting it has detailed animation it is hilarious and it might just be one of my favorite movies  Expect some more mature themes though  Lots of violence and people dying not on screen but implied many moments where characters almost swear and there is some drinking  This movie is a must watch please watch it,5
82623,2474번,Spies in Disguise,6,I think this movie is very very funny but there is a scary when the guy shows his robot self,1
82624,2474번,Spies in Disguise,6,Great movie with lots of jokes  Love the cast not a lot of bad stuff,2
82625,2474번,Spies in Disguise,6,best family film ever,1
82626,2474번,Spies in Disguise,8,This movie    supercalafragilisticexpialodocious I loved this movie I thought it was just stunning The animation the storyline    But there is violence like kicking punching spy stuff  Mild language such as hell heck and the fword but it is beeped out,7
82627,2474번,Spies in Disguise,8,This movie is very   funny,1
82628,2474번,Spies in Disguise,8,Great movie with Will Smith and Tom Holland,2
82629,2474번,Spies in Disguise,8,This is so awesome,1
82630,2474번,Spies in Disguise,8,Scene where some male figure shows nudity  almost to the point of revealing the male gentalia      I was disgusted and couldnt believe the detail in art work that was sexually explicit   The f was bleeped and totally unnecessary  why pretend to use a cuss word as a bleep  it was annoying   just filth in my opinion   The majority of the humor is towards a younger age audience but the scenes I mentioned just took away from the humor and makes this a movie not a great pick for kids    I told my mom not to let my younger siblings watch it,5
82631,2474번,Spies in Disguise,8,Although Spies in Disguise is a very comedic movie with great voice actors it has lots of violent scenes that make you say Ouch or Oooo out loud while watching the movie  My parents really enjoyed Spies in Disguise so I guess there are mixed feeling about it but every movie has different people watching it w opinions right If you are looking for a very funny kids spy movie and you dont care about watching some characters battle it out then this movie should be your top pick,5
82632,2474번,Spies in Disguise,8,it is hilarious but when there in kamoras apartmant they say hands up and see kamoras butt little kids find it funny though,1
82633,2474번,Spies in Disguise,8,I am 14 years old and I watched it with my family and enjoyed it nd laughed  This Animation is suitable for all ages and i totally recommend,2
82634,2474번,Spies in Disguise,8,Its very good  its really funny  It has potty humor and has some peril but overall has great messages and roll models,3
82635,2474번,Spies in Disguise,8,Parents need to know that this movie is very good,1
82739,2477번,Spirited Away,7,i love all the Japanese films from studio ghilbi and this was one of my favorites  the beautiful animation and characters are a masterpiece and the story is amazing  though the movie is beautifully done some scenes are bloody and violent,3
82740,2477번,Spirited Away,7,This is a really good movie Its about a girl whos parents are turned into pigs  She tries to find them but there a lot of other things that she has to do  This movie can be creepy but not too creepy  However there are a few scary parts so if you have a child who gets scared easilythis movie might not be great for them,5
82741,2477번,Spirited Away,7,i think its a wonderfull movie but maybe a little of a lot of violence,1
82742,2477번,Spirited Away,7,Beautiful movie cool story but can be scary when a dragon gets hurt and is bleeding all over the place,1
82743,2477번,Spirited Away,7,This is my absolute favorite movie of all time However I would NOT recommend this for children under the age of 10 or children that get creeped out easily  There are several extremely disturbing characters such as No Face a spirit that goes crazy and eats people  His appearance may also be frightening to some viewers  The parents turn into giant pigs at the beginning which could also frighten children  However the 10yearold main character is very brave and goes through lots of solid character development throughout the movie she goes from being bratty and lazy to being brave and kind and the one of the themes that I personally took from the movie was kindness,6
82744,2477번,Spirited Away,7,It may be a little bit creepy for younger children but i LOVE IT  There is a few parts like a frog smoking the babys butt is not covered  a boy in dragon form getting attacked by paper birds and bleeding and throwing up blood and almost bleeding to death and a creature named Noface luring people with gold and eating them  I have no idea how 7 year olds could be scared by this  Just make sure that your child is mature enough to not be scared by ghosts and things  Just know that this is 5 stars,5
82745,2477번,Spirited Away,7,Yes Princess Mononoke is good Howls moving castle is good  But they do not come close to this film  Spirited away is a great movie  I think ages 10 will really enjoy it   There is nothing bad in it although when No face becomes crazy and starts to eat people that might scare some younger kids but it is not too bad,5
82746,2477번,Spirited Away,7,Spirited Away is a beautiful movie one that makes you immediately want to watch it again  The soundtrack is lovely  the characters are all memorable and likable even the bad guys and visually the movie is stunning,2
82747,2477번,Spirited Away,7,I am 7 years old and I have watched spirited away  For me it is  6 and up  But I can see how other people may not  like it and be scared of it  SUPER AWSOME AND EXCITING,4
83019,2485번,Spy Kids,7,Just the right combination of fantasy and comedy,1
83020,2485번,Spy Kids,7,VIOLENCE SCARINESS AND GORE  People are turned into mutant creatures for a kids TV show in the movie  The show also has a lot of fingers designed to look like humans  Might creep kids out  No blood,4
83021,2485번,Spy Kids,7,Exciting familyfriendly tale with some violence peril,1
83022,2485번,Spy Kids,7,Pretty solid film but there is one scene where the mom of the kids whispers into the dads ear to persuade him  This is a bit sexual,2
83023,2485번,Spy Kids,7,This movie is very boring and bad  The sister character is annoying and unlikable  This is one of the most overrated and boring movies Ive ever seen,3
83024,2485번,Spy Kids,7,AMAZING film but bewarned of one almost 4 letter word,1
83025,2485번,Spy Kids,7,Spy Kids was my favorite movie as a kid and I still love it today  I used to watch it all the time when I was younger  This movie has a lot of great role models  Yes its a little stupid but overall it was very ahead of its time  It has good representation strong female leads Hispanic family a good plot and its enjoyable to watch  I strongly recommend this movie for all ages  Some younger kids could be startled by the fooglies and they could not understand the plot,7
83026,2485번,Spy Kids,7,GREAT  Six year olds can really enjoy this amazing film  Even the grown up spies are GREAT  Yeah suitable for six and over,4
83283,2491번,Stand by Me,7,THIS WILL CONTAIN SPOILERS  Stand by me is a sweet movie about four 12 year olds go on a quest to search for a dead body  A ton of strong language is used  It is one of my favorite movies  My favorite kid is teddy  I would rather let kids watch this then disney crap  While the boys search another group and up beating the boys to the body   Gordy pulls out a gun  None of the groups take this body  Later the body if found and neither of the groups is given credit  Amazing movie with awesome ,11
83284,2491번,Stand by Me,7,This movie follows four best friends going on possibly their last adventure together  There is quite a lot of cussing  But as Wil Wheaton said Parents who think their kids dont cuss are just fooling themselves  This movie is amazing and perfect for growing teens  I would recommend to anyone who cares to see it,5
83285,2491번,Stand by Me,7,This is an example of a rating completely baffling me  If this didnt have the F bombs and smoking it would be PG  I actually encourage you to show any kid 6 and up this movie its rated so unfairly  Realistic language that 12 year old boys actually speak I should know  A few kids smoke cigarettes but if your kid has seen someone smoke in real life its no different  Wheres your kid going to get cigarettes anyway A few kids talk about tits again like we actually do in real life  At the end a dead body is seen not too graphic a little blood  The movie has great messages behind it like friendship and loyalty and even just doing the right thing  The main character is a great role model except for the smoking,10
83286,2491번,Stand by Me,7,people die and kids do drugs but still one of the best,1
83287,2491번,Stand by Me,7,This is a fantastic movie  Ive seen this countless times since I was around 8  I have two younger siblings whom have grown up watching it  While there is plenty of swearing some smoking and it really evolves around a search for a murdered body I really think that the overall message of friendship and loyalty hence the name Stand By Me over powers it all  And yes there are sexual innuendos like most shows and movies these days  They will fly over the younger audiences heads  I really think that if your child has been exposed to any media violence and rough language this movie is fine for them to watch,7
83288,2491번,Stand by Me,7,Great movie  I watched it when I was 10 first R rated movie  It has strong lenguge 11f words 110 uses of py 1 use ck possibly 1 use of ct  This also has four 12 year old boys talk about sexual stuff boobsetc eight 18 year old boys talk about getting laid  12 year olds carry around around a 45 caliber  Very intense but still if your kid has played gta4or5 they will love this movie,5
83289,2491번,Stand by Me,7,The movie is funny clever depressing adventurous and chilling all at the same time  Dont let the R rating put you away from the film  There is some strong language but there are lots of positive messages of growing up strong with others  A great classic,4
83290,2491번,Stand by Me,7,stand by me is a great moviebut has a lot of language and smoking,1
83291,2491번,Stand by Me,7,I think this is completely okay for early teens   As far as the language goes thats what 12 and 13 yr olds actually talk like   There are some references to  child abuse both physical and emotional but its not bad at all   Stand By Me is the perfect movie for teens,4
83292,2491번,Stand by Me,7,Its a great movie about 4 boys who act older as their adventure goes on Interesting movie about how kids grow up and become teenagers,1
83364,2494번,Star Trek Into Darkness,8,I didnt think this series could get any better but it does This movie kind of shows up the previous one but the first one sets up nicely for this one,2
83365,2494번,Star Trek Into Darkness,8,Star Trek Into Darkness is a 2013 scifi movie directed by J  J  Abrams and starring Chris Pine Zachary Quinto Benedict Cumberbatch Alice Eve Simon Pegg and Leonard Nimoy,1
83366,2494번,Star Trek Into Darkness,8,JJ Abrams is a good director  His best attributes have to be his attention to detail intricacies in characters and intense suspense,2
83367,2494번,Star Trek Into Darkness,8,Overall this movie is very good  At the discretion of parents I would not allow a kid to watch this movie until they are AT LEAST 14,2
83368,2494번,Star Trek Into Darkness,8,This film has a lot of violence and is very intense  There is strong punching kick shooting stabbing and more  On one bit a guy crushes a mans head and stamps on a whoman lying on the floor  She then has to go to hospital meaning it was A bad injury  On one fight scene there is very strong violence and a man gets his neck snapped  They are also being continuously punched and being slammed against walls  It is very stressful and intense  There is bad language used very often including bloody bastard bitch shit ass crap damn and more  The language is not as bad as the first one because that one has an F bomb at the beginning  Going back to the violence there is some blood  Whomen are shown in bed topless with men and there is lots of underwear  For mature 10 year olds or 11 year olds  There is great messages and role model as the captain dies to save his crew  Spoiler alert   he comes back to life  Also enemies become friends in the film  There is also drinking at a bar,16
83369,2494번,Star Trek Into Darkness,8,Omagersh this movie was absolutely terrible The plot was really only for a gasp for the audience  They were more concerned with the gasp than the Wow  That was really interesting Its certainly making me think,5
83370,2494번,Star Trek Into Darkness,8,Amazing movie  I think the storyline is amazing and the acting is superb  J J Abrams did an amazing job on this film if it even is a little bit violent I think little kids may not like this movie as it is a bit scary for their age group Their is a few st  and a word very close to the Fword  This 2 and a half hour movie is great and definitely worth your time,4
83371,2494번,Star Trek Into Darkness,8,This was a an excellent second movie It was not disappointing at all There were some creepy parts but they really werent too bad Overall it is a fantastic movie to watch  ,5
83372,2494번,Star Trek Into Darkness,8,My rating hard PG13 for graphic nudity racy content language and some bloody violence,1
83639,2511번,Steve Jobs,8,great,1
83640,2511번,Steve Jobs,8,I am a Apple Fan and I honestly love this movie  It tells about how we got the device that we know and love today  However try watching it together if you have a 67 year old as it does contain some language,3
83641,2511번,Steve Jobs,8,Why is everyone making a huge deal about the appropriateness of this movie Its literally just swearing  And Ive heard WAY more swearing in other movies  By age 8 Id heard all these words before  Its not like kids will watch this movie and suddenly start cussing At one point Jobs asks his assistant Why havent we slept together which is the only reference to sex in the entire movie,7
83642,2511번,Steve Jobs,8,I think the format of this movie is really interesting  When I started to watch it I thought it was going to be like every other biopic but I actually found it very engaging I also think the casting is great especially Michael Fassbender,3
83643,2511번,Steve Jobs,8,There is no other film with such perfect timing and dialogue  An overwhelming sense of emotion is tirelessly infused within the script  The acting portrays not just the characters but human stories that all can relate with  The music is a collision much like Jobs of creativity yet also pause  This film is a miracle,5
83644,2511번,Steve Jobs,8,A TON OF UNNECESSARY CUSSING Buuuuuut if your kid can handle it its ok  I watched it because my dad worshiped him lol  It was a good educational movie,4
83645,2511번,Steve Jobs,8,Michael Fassbenders portrayal and Danny Boyles direction really shine here as both of them show brilliant roles in their part   Aron Sorkins dialogue also is amazing  Also the cinematography is brilliant and was amazing to see that in the first act a 16 mil lens was used than a 18 mil lens in the second act ans then was shot on digital cameras to show the progression of technology,3
83646,2511번,Steve Jobs,8,This was a really interesting movie because it  didnt have any plot at all  it was basically just Steve Jobs launching three different products with no flashbacks showing you his past life or careers at all  Whether youre intrigued or utterly confused at that type of filmmaking is a matter of personal opinion  However what is NOT a matter of personal opinion is the frequent usage of strong language such as fk st ahole and the like  Also something that CSM didnt cover which is part of the reason Im writing this review is that a Time magazine interview in which Steve Jobs joked that 28 of American men slept with his wife and therefore produced his daughter which later comes back at him is referenced a lot especially towards the beginning  Overall the film isnt that bad contentwise especially for an Rrated movie and is appropriate for teens to see if it holds their interest that is  My MPAA rating R for language,7
83647,2511번,Steve Jobs,8,Though this is my favorite movie The Language has some dmns,1
85915,2545번,Super Monsters Save Halloween,8,It Is Cute And Freindly,1
86632,2574번,Tarzan,6,Well honestly this seems a perfect movie for a five year old  For a G movie its violent for little ones because,2
86633,2574번,Tarzan,6,I was really dissapointed  Women shouldnt be showing of their elbows all the time  Its disgusting  A woman should be modest  My 10 year old son couldnt stop ogling those elbows  It was awful,6
86634,2574번,Tarzan,6,It is rated G and a great movie,1
86635,2574번,Tarzan,6,This movie is kind of good  Kids will love this Disneycartoon movie  This movie is kind of funny and has humor  Though this movie is kind of intense  Shooting is involve  There is some brief cruleness  Mild sex is involve,7
86636,2574번,Tarzan,6,Good example of a golden age Disney movie,1
86637,2574번,Tarzan,6,I just want to say there is SO much death in this movie First Tarzans parents are unceremoniously eaten by a leopard within the first five minutes and you can see bloody pawprints surrounding them  Then a little baby gorilla is out with his family and he chases a butterfly away from his parents  Were all thinking Aww what a little cutie maybe this will be a sweet movie after all And then the leopard comes  The father gorilla knows they wont be able to save the baby so he holds the mother gorilla back  The poor little baby gorilla is eaten by the leopard offscreen but you can still hear the poor thing screaming in pain and the mother gorilla just hides her face against her husbandmate and cries  Then at the end of the movie the alpha gorilla is shot and killed leaving poor Tarzan heartbroken but in charge of the gorilla troop  And then in the worst Disney death EVER the hunter guy gah I cant remember his name    gets tangled in vines and tries to cut himself free  Little does he know there is a vine entwined around his neck and he basically hangs himself by mistake  You see him plummeting and screaming and then the screen pans to Tarzans shocked face  Then a convenient little flash of lightning illuminates the villains dead body  I know that villains should be punished but that seems a bit far dont you think ANYWAYS the reason I gave three stars instead of one is that the plotline of Tarzan learning how to be human is really sweet and funny  Also I love the music especially Trashing the Camp EARWORM ALERT So if your kids can handle the gore and death I think this is a pretty good movie  Still I wish that not as many characters died  That kind of ruined it for me as I am very sensitive about that kind of thing   Im not saying I hate this movie  In fact I think its pretty good  I just get kind of upset whenever anyone dies  P S Watch Trashin the camp  Look at that teapot  ITS MRS  POTTS I freaked when I saw that  LOL,26
86638,2574번,Tarzan,6,This movie is very frightening but older kids 10 to 12 year olds will love it  In one scene Tarzan cuts open a leopard and Kerchacks death is very sad  There are some good messages like that characters can fit in even when they are from different places   Though most of the good messages are blocked out by guns there are still a few more like that you may get injured when saving your friends but it is worth it   Clayton is very scary   His actions involve killing a few gorillas   His death is very violent   Overall it is a good movie for tweens,8
86715,2580번,Teen Beach Movie,8,I saw the premiere at the beach then my sister watched over and over again it was a movie about Mack Maia Mitchell and Brady Ross Lynch I thought fallin for you was pretty catchy but I hated the rest of the movie I couldnt get past 30 minutes dont bother with this movie watch High School Musical if you like musicals and Disney channel,1
86716,2580번,Teen Beach Movie,8,I personally thought this movie was cute fun and enjoyable I really dont see how it can be considered inappropriate in any way there isnt even any kissing  The romance between Brady and Mac is so subtle that I didnt even realize that they were more than friends until they mentioned a possible breakup  And for the people complaining about the revealing swimwear they are at the beach What do you want them to wear full bodysuits The bathing suits are 60s fashion so I honestly think they are a lot more modest looking than current ones are and you can see nude colored material at certain points that the actresses are wearing under their costumes so nothing is revealed  For the love of god your child isnt going to become a sexcrazed demon because they saw a girls stomach  As for the plot itself there are definitely plot holes but none that really take away from the film  The whole mad scientist bit was just dumb and unnecessary and I think everyone else can agree with that as well  The cast was pretty good I dont really care that much for ross lynch I felt like I was watching the same exact character from Austin and Ally  Everyone else was great though There are tons of positive messages cliche ones like follow your dream and ones I was pleasantly surprised by there is more to life than trying to attract boys  The musical numbers were fun and catchy overplayed a bit in commercials but that shouldnt be a surprise  Overall I really think this movie is safe for young ones and fun for older kids too my brother is 10 and loves it,14
86717,2580번,Teen Beach Movie,8,This movie never appealed to me at all especially being an eleven yr  Old  The charachter cast and meager confusing storyline makes for a performance that is far below disneys usual standards,2
86718,2580번,Teen Beach Movie,8,This movie was HORRIBLE  It was corny and had no real humor  Love was basically directing this whole film if you know what I mean  But the cheesy kind of love  Just kissing and all that  It was just so bad,6
86719,2580번,Teen Beach Movie,8,It has a positive idea but is probably too childish for anyone over ten,1
86720,2580번,Teen Beach Movie,8,People keep saying that the movie is very inappropriatethey dont curse once there is no product placement and there is a great message  I mean sure there are bikinis and guys with their shirts off but do you want to take your family to the beach Well thats what youre gonna see  Kids arent gonna say I wanna be like Brady and take their shirts off  If you think kids are like sponges know that sponges dont take their shirts off,5
86721,2580번,Teen Beach Movie,8,This movie is terrible it has a bad soundtrack and a horrible story plot  so I go down in a wave and come back up in a 1950s movie seems pretty fun to me  NOT I would rather watch Baby Einstein for the rest of my life then Watch this movie again even though I only saw 30 minutes of it,4
86722,2580번,Teen Beach Movie,8,this is a dumb movie firstthis movie is so not about 60s n everything seems like now a lot of girl dress inapropriettall bootsshortsbikinis this movie is trying to make 60s look really modern and similar to todaybut its not like that watch west side story that movie talks about racisam n another social problems in the 60s and 70s i think kids need to know the truth about the 60s and disney always makes thing look betterherculessleeping beauty and another lies,1
86723,2580번,Teen Beach Movie,8,No matter what its about awesome movie ,2
86724,2580번,Teen Beach Movie,8,This is a great movie for kids all the way up to teens   I watched this movie with my mom and she LOVED it   It is a movie I would definitely recommend for all ages,3
86849,2585번,Teletubbies,8,IT GIVES ME FLASHBACKS TO VIETNAM AND ALL OFF THE VIETNAMESE SOLDIERS THAT HID IN THE TREES HELP AHHHHHHHHH,1
86850,2585번,Teletubbies,8,they wearing among us merch,1
86851,2585번,Teletubbies,8,THEY BE WEARING AMONG US MERCH THATS PRETTY SUSSY,1
86852,2585번,Teletubbies,8,there is a babys face on the sun that is very disturbing and teaches 4 year olds how to speak gibberish and wierd disgusting crap as well dont watch it,1
86853,2585번,Teletubbies,8,I watched this show as a tot but I forgot about it when I was a toddler  I now remember it because of Common Sense of the visible OUR EDITORS RECOMMEND section same with Jungle Junction  But this is one of the weirdest shows Ive ever experienced when I watched a video to remember what it was like and I could not believe I was watching this,3
86854,2585번,Teletubbies,8,God help me I think I saw the Devil while watching this show  Although people say the Devilor Satan is bad he enlightened me to know that hes a nice guy   Et reversus est diaboli  Memento mori,4
86855,2585번,Teletubbies,8,I absolutely hate this show irritating disturbing cringe and teaches no educational value,1
86856,2585번,Teletubbies,8,Common Sense Media How can you give this three stars This is the worst show ever  Annoying and this gave me a headache  0 stars  Irritating  After watching this show I feel like throwing up,7
86857,2585번,Teletubbies,8,User Chris the custom says his 2 year old little sister made custard and then added drugs in it How and why does your two year old sister make custard And how does she get the drugs to put in it,3
86858,2585번,Teletubbies,8,Teletubbies is really annoying  It teaches kids how to speak gibberish and the babys face on the sun looks really weird and disturbing  Do not watch the show  Teletubbies face looks really disturbing as well  No educational value in it  Not even 1 bit,6
87213,2615번,The Adventures of Tintin,8,The whirlwind animated adventure is a visual treat for tweens,1
87214,2615번,The Adventures of Tintin,8,The Adventures of  Tintin has lots of adventure you guessed it and violence with pirates fighting some blood and lots of guns  Also the story is nice and ambiguous  Some may love this however what brings the movie rating down for me is that some scenes were too unreal and their was too much drinking  Once a pirate captain got directly hit by lightning but he was completely fine afterwards  Also the main character had been chased by pirates with guns at least ten times but did not get hit The worst part was probably where the drinking So much and even the dog got drunk This is way to unrealistic  Did I mention the dog is as smart as a human and seems to understand english,9
87215,2615번,The Adventures of Tintin,8,Unless you are prepared to deal with nightmares or acts of pretend violence this movie is for you,1
87216,2615번,The Adventures of Tintin,8,This movie is really fun I like it Its just a nice adventure movie to watch if you dont want to watch something emotional  TINTIN MY BELOVED   Great movie,5
87217,2615번,The Adventures of Tintin,8,It is a good movie but they could have done it a little more entertaining,1
87218,2615번,The Adventures of Tintin,8,this movie is great but there are tons of guns haddock is obsessed with alcohol and the blood on the newspaper seems really realistic for CGI,1
87219,2615번,The Adventures of Tintin,8,I remember watching this for the first time back 2011 and being absolutely blown away by the visuals  The writing was a lot more mature but fun,2
87220,2615번,The Adventures of Tintin,8,This is actually my favorite moviethough I am bit biased due to the fact that it was my childhood movie My parents didnt know that it was a more mature movie and brought me a long when I was 3   the action and violence flew over my head and I didnt really know what was happening  Though I was not scared by it I dont recommend that age After I grew older and learned to appreciate this movie I came to love it   I found the books and it made the movie even more of a treat  Tintin is a great role model and is the best Captain Haddocks drinking problem can not be ignored though  If you show it to kids you might want to inform about that and tell them it is bad  And if there is a child in the room you might want to tell them to close their eyes when the man is shot with a machine gun  Other than that the violence is mild with a few punches and missed gun shots,10
87221,2615번,The Adventures of Tintin,8,This is pretty much appropriate for all ages as long as you skip through the violent scenes,1
