,movie_cnt,movie_title,age,reviews,sent_number
135196,1305번,Hotel Transylvania,6,Hotel Transylvainia is suitable for kids 7 and up with some minor scary parts,1
135197,1305번,Hotel Transylvania,6,dracula was funnymavis is hotjohnathan can be annoying at times and the other characters were generally likeable except for the witches and especially the stupidugly unappealing zombies,1
135198,1305번,Hotel Transylvania,6,It is a really good movie   It is really funny  I saw it two times and it even made my parents laugh out loud   My mom covered my eyes when she saw kissing   I took her hands off my eyes   There is a little story where there is fire   Also the mom in the movie gets killed but the dad remains alive   There is some scary music   For little kids there might be some scary parts but otherwise I think it is a really good movie,9
135390,1320번,How to Train Your Dragon,7,This movie is great for kids with imagination or really anyone  It serves as a reminder that social outcast is no good and shows some kickass dragons along the way  If you havent seen it yet I dont know what your doing Give it a watch with your kid or by yourself you wont regret it,4
135391,1320번,How to Train Your Dragon,7,I think that for 10 and up This shows a lot of caring and kind  It is also good for history,2
135392,1320번,How to Train Your Dragon,7,Funny intense may scare younger kids great messages and role models gooood,1
135393,1320번,How to Train Your Dragon,7,This movie is a work of art  Everything just fits together in the end and the characters have great development and the story is incredibly outstanding for a kids film,2
135394,1320번,How to Train Your Dragon,7,How To Train Your Dragon is an animated blockbuster film in which a young boy named Hiccup who befriends a dragon named Toothless  It is a good movie for 6 and up,2
135395,1320번,How to Train Your Dragon,7,It is a very interesting movie its fun and entertaining I have a lot of things in my head and heart that I cant type but I can say that I love that movie and I recommend it to a lot of people please watch the 3 movies and the 2 series,1
135396,1320번,How to Train Your Dragon,7,I have been watching this movie since it came out when I was four years old  I really like that even when every viking expected the main character to kill a dragon he was brave and refused to do it  There was a cheesy crush that the main character had on a girl  The three minor things that I would warn about are 1  Teens talk about the scars they hope to get by battling dragons  2  The main characters Dad gifts him a helmet made from his Mothers old breastplate  3  There were some filler words like the common sense review said such as Thor almighty  I recommend this great movie to anybody who is thinking about watching it,10
135397,1320번,How to Train Your Dragon,7,The end was scary so if you have any little kids ask them if they need to take a break   It has some sad parts but this is a kids movie so it will have a happy ending,2
135829,1331번,I Am Legend,8,Great movie but the bleakest film I have ever seen  The CGI was poor but ok  The film didnt make me feel great to be alive  This only has jump scares and not much gory violence  Good but bleak,5
135830,1331번,I Am Legend,8,Pretty good  nuff said,2
135831,1331번,I Am Legend,8,This film was so good better than expected to be honest I found this pretty emotional like when they all die i cried soo much  it was violent but personally it did not scare me at all just a little violent  Anyway a definite watch oh it also depends on you wether you like this type of stuff for me it was a no scare but if you dont like things that jump out id say it was a no for you,2
135832,1331번,I Am Legend,8,this movie is very violent,1
135833,1331번,I Am Legend,8,This is good I just got this on blu ray at target for 7 50  I watched it and liked it  I thought some scenes were kind of scary  No people get shown eaten  Will does shoot zombies sometimes with no blood  There is no language or sex in this movie  Will is a good role model  I would not recommend this film to kids under 12,9
135834,1331번,I Am Legend,8,intense and very scary but good  some disturbing and sad scenes  also some jumpscenes,3
135835,1331번,I Am Legend,8,I think this is a very good movie  It is for kids from 10  It isnt too fright as they say  It just haves a lot of suspence  The mutants arent that scary  Kids WILL like this movie,6
135836,1331번,I Am Legend,8,Some scary parts  If you cant take that movie go watch my little pony,2
136083,1346번,Ice Age,8,The movie was terrible for me  I think it is only suitable for under 5 year olds who dont understand it and over 8 year olds who are already older  I was very sad about some scenes  I will never forget the movie,4
136084,1346번,Ice Age,8,The cat guy is really weird WALLEGO4MOlover,2
136085,1346번,Ice Age,8,Ice Age is FUN More Fun Than The New Ice Age Movie Collision Course I Recommend Watching The First Ice Age Movie,1
136086,1346번,Ice Age,8,Ice age is one of the best animated  films that I have ever seen it has great laughs great story score and cast too highly recommend it,1
136087,1346번,Ice Age,8,I love Ice Age,1
136088,1346번,Ice Age,8,I will says that is some but jokes but they will mostly hear those butt joke in daycare and school   The are some insane seen   It will teach your kid to trust and working together   Also have reabiltiy to trust again   It is aslo teach kids to not follow in peer preasure  It is funny    I will say it will be good starting shows for those who are learning to talk   It is always better to start earlier    I think those you rate 18 and plus are insane   The seen is a right amount of violence   I am okay to allow the acess with all kids   I seen many parents not supervising the kids and this how crazy you are so dont blame on you   It is better to keep this acess to kids and safe enviroment   I will mind keep your opion and my opion in oppositions    I think this will kids the improtant of trust  workship  teamword  and different meanings of family or herd or flock or school  fish   My 2nd grade teacher said  We are family and spread to school like a wild fire after from the ice age and we litimed to only one bully but he is not as bad as normal school bullys in other countries and states   It stay with also new added motto which is pretty similar to we are family   By the end of the day  We all are just the same  like water and rain,18
136089,1346번,Ice Age,8,Very good movie,1
136090,1346번,Ice Age,8,Ice Age is one of those newer classics   My brother and I love Sid the sloth a lot  He just cracks us up We also like when Diego says Wheres the baby There he is   It was peekaboo   I still feel bad for Manny that he lost his parents to humans but this movie is SO good  I understand why it got 82 in the reviews,7
136091,1346번,Ice Age,8,Parents can know that i like this film  It is amazing Especially if you are a Wooly Mammoth or a Giant Ground Sloth  I know you will like it   oh and by the way it was swell if you like california where they made the film  Bye earthlings  Im just so excited for my next review  My aliens and earthlings I bid you well  Oh and bye the way i like you  Bye,10
136092,1346번,Ice Age,8,As of 2020 there are five Ice Age movies and with the fifth being a failure it doesnt look like it will continue anytime soon,1
136093,1346번,Ice Age,8,Nobody should ever have to lay eyes on that monstrosity of a baby,1
136094,1346번,Ice Age,8,DO NOT let your children watch this terrible movie it truly is an abomination  The Ice Age Baby is maybe the worst thing ever and teaches a terrible messages  Parents should not even watch this they would  probably die,3
136095,1346번,Ice Age,8,I enjoy this film and think the cgi holds up  Has some violence but overall an enjoyable story that the family can watch  I thought it was good but surprised how big the franchise is now,3
136096,1346번,Ice Age,8,This movie is one of the best movie I seen on 2001 Its so unique and it really put the message out and what do you do for a family or your friends that you protect them from danger I think this is a really nice message to this and the movie is so awesome and the best I have seen when I was young,3
136097,1346번,Ice Age,8,Its a toddler movie theres no other way to put it  But the reason for 5 stars is because its one of them special kids movies that all ages can watch  Be curious with toddlers of 2 or under though there is some scary scenes,3
136098,1346번,Ice Age,8,I like this movie  It is about animals adventure,2
136099,1346번,Ice Age,8,Sort of cute movie but Manny is so annoying  Its a pretty cliche movie  Manny reminds me of Calliou and it sounds like his nose is clogged up the whole time    I strongly dislike this movie but the other ones are ok  Sid is just gross he makes me naseous but    MANNY RUINS IT ALL Do not watch,6
136100,1346번,Ice Age,8,okay this was one of the most boringest movies of all time its just so stupid dont watch this stupid movie I shut it off in the first 30 minutes  dont waste your money or time watching this,2
136101,1346번,Ice Age,8,Title says all,1
137403,1390번,Inside Out,8,When I saw the trailerI thought it was boringbut my parents really wanted to watch the movie in theatersso we went there to watch the movie and let me tell youit was amazing I watched it like 3 times now thanks to Netflix  I Like the Animation and story because it just explores your inner emotionsand family  I had a few giggles and laugh but also a little tear at the end  I Highly recommend it to all families World wide Because its my favorite Pixar Movie So far,6
137404,1390번,Inside Out,8,Cute with kind and friendly characters,1
137405,1390번,Inside Out,8,Some mild swearing such as stupid idt etc  and unkindness  One scene involves Riley shouting shut up at her parents,3
137406,1390번,Inside Out,8,Do you really want to teach your childern to get bad habits like swearing when they are angry Would you want them to learn sexist stereotypes trust me you do not want to watch time movie,2
137407,1390번,Inside Out,8,Completely appropriate for almost any age  Beautiful animation good lesson  I love this movie,3
137408,1390번,Inside Out,8,If it is not as good as Toy Story 3 or Lion King it is a close 3rd or 2nd this is one of my favorite films  Kids will love the colorful backgrounds and funny humor and middle and older people will love the powerful messages and jokes  Best Pixar film you can watch it now,3
137409,1390번,Inside Out,8,I thought it was a good movie it was fun funny and also has a good message that both kids and adults can understand and like even if the message is deep  One part that parents might want to know about is one of the core memories include a babys bum being showed with her diaper on her head  It is only shown for a couple seconds as her goofball island part of herself,3
137410,1390번,Inside Out,8,Inside Out is pretty good but sometimes I just think about it like I do with The Good Dinosaur and think    why Dont get me wrong it is a good movie and had good scenes here and there but the whole idea of Inside Out is just weird  It is still kind of creative but I feel like this was the point that Pixar was running out of ideas  It also raises some unanswered questions  The emotions are in peril throughout the movie but that raises the question Can they die If they die how would that effect Riley Bing Bong died so does that mean the emotions could die  Another question I thought was near the end  In the end the mind workers installed a new console for Rileys teen years  It raised the question What happened when they took out Rileys old console That just feels weird and dark  Even though this was Pixars meh its still better than a LOT of Pixar films  Toy Story A Bugs Life Monsters Inc  Finding Nemo The Incredibles Toy Story 3 Cars 2 and Monsters University were ALL worse films than Inside Out  Still Pixar didnt need to make this  If they were gonna make it they couldve at least added more to it,13
137411,1390번,Inside Out,8,I watched this movie and I think its good but BingBong Rileys imaginary friend that is not an emotion in the movie gets forgotten and at the end and all the Emotions are happy but noone knows what happens to BingBong and if hes even happy  Noone knows if Joy kept her promise  I think its quite sad and probably for 9 yrs  up a bit too sad for small kids  It shows what puberty could be like and it kind of scared me  Also there is talk about using swear words plus there is a bit of puberty stuff  I found that the part when Riley decides to LEAVE HOME which I found SCARY is too much for little kids to process  One last thing is that there is one scene is where toddler Riley shows her bum to everyone who is watching  DONT SHOW TO LITTLE KIDS,9
138734,1408번,Iron Man,8,My brother and I where covering our eyes the entire time,2
138735,1408번,Iron Man,8,AmazingOne of the best MCU movies there are,1
138736,1408번,Iron Man,8,I love this movie Iron Man is my favorite Marvel character  He is a playboy so there is some suggestive stuff he says but it would probably go over their heads  There is one scene where they are rolling around in bed but nothing is shown and it is quick and skips to morning  There is swearing but not too much for a mature kid  And the violence is not too bad again for a mature kid,5
138737,1408번,Iron Man,8,Yeah there is some violence and me and my older sister did have to skip the part where Tony and Christine are in bed but I would say its a great film Also I kind of disagree with what Common Sense Media had to say about the bad guys being clearly evil in regards to Obadiah Stane because at first glance hes a very nice man who cares for and wants to help Tony  Nevertheless this is a very great movie indeed,3
138738,1408번,Iron Man,8,I think that iron man is a good movie but it was kind of boring in the middle  I didnt see this one first but it was good  Violence was kind of heavy with a few deaths and blood and a shooting  Sex wasnt much beside the part where the main character has a hookup,4
138739,1408번,Iron Man,8,Iron Man was a amazing movie Rdj Robert Downey Jr does an amazing turn on iron man  Some innuendo as flirting bare backs kissing and assumed sex  Violence is very realistic with terrorism kids held at gunpoint torture among Tony Stark and terrorists  Some alcohol drunken at parties and Tony Stark drinks whiskey very frequently  Tony gambles and flirts at a casino  Iron mans suit is packed full of tank missiles lasers and machine guns  Tony best friend betrays him and uses his technology against him  Overall amazing comic book film with violence and some innuendo,9
138740,1408번,Iron Man,8,I personally love this movie  Its not horribly violent though there are some scenes that I would not recommend a younger kid see  Its funny too  A great movie to watch if youre new the Marvel universe,4
138741,1408번,Iron Man,8,As the first movie in the MCU this one is a favorite for most  It relies less on CGI and more on true facetoface fight scenes  Very stylish  Of course Robert Downey Jr  is the PERFECT man to play the part  Violence isnt too bad but enough to keep the plot rolling  Humor at its finest  Language was mild mostly strong at some parts  Sex was iffy girls wearing croptops and lingerie when drinking with Tony Stark and a few crude statements nothing that would make your kids questions anything  Tony has a reputation as a playboy  Drinking is recreational and mild Tony gets drunk comical but still drunk  A couldbe frightening medical scene  I loved this movie and your kids will too,12
138742,1408번,Iron Man,8,Parents need to know that iron man is a superhero movie that starts it all the MCU  Like all superhero movies there is definitely some intense violence with lots of punching and high tech machines and gun use  There is also quite a bit of war violence on the other hand  There is one scene around 35 seconds of iron man and a random girl making out and implied that they   yeah  Then later appears with barely any clothes  This makes sense later why they put more language and less sexy stuff  Some very mild language including damn one possible a and hell  But he is iron man very funny but may be a iffy choice for young kids Lots of products placements and marvel merchandising,9
139470,1424번,It,8,I watched this movie for the first time just the other day and i anticipated it to be very scarybut i was wrongthe only major bad things are some blood and thats a given with scary movies Also with the swearingyes there are kids swearing but my dad told me that kids would swear in the 80s all of the timewhich is where its set in I am very sensitive to scary stuff because of my anxiety and this was ok for meso just dont watch it if you are a sensitive person,1
139471,1424번,It,8,Right off the bat Im going to say that I say 13 because I watched with friends  My review would probably be different if I watched it alone  I found it kind of scary but being with my friends made it easier  If I were alone Id probably be making this 14 or something  The story is so good and the casting is amazing  Eddie is a sweetheart Ritchie is a king Beverly is a queen and Bill is sweetiepie  Mike and the other dude are kind of lame  Its much less inappropriate than the book  I totally recommend   This was one of my first horror movies and boy was it a great one,10
139472,1424번,It,8,This review has no spoilers  This movie was great and as a horror fan it was even better  I didnt put spoilers in this because i definitely suggest you watch this movie for yourself  Its funny scary kinda suspensful and overall enjoyable  If your over ten and you dont mind scares this is the movie for you,5
139473,1424번,It,8,I was wreally swary I took my 2 year old to see it and they said Best movie EVER  Favourite character was for sure the gay kid he was INSPIWING,2
139474,1424번,It,8,I watched it when I was 11 I thought it was pretty good if your child is scared easily id wait a few years  I love the movie and watch it quite often  Pennywise is a bit creepy for people who do not like clowns  But I would still recommend If you have not watched already I would watch the only part that I wouldnt want little kids to see is when one of the bullys stabs his dad in the neck after pennywise tells him too,5
139475,1424번,It,8,If you say its not scary okay youre fine I hated this movie rude characters young teens say swear words Georgies arm was bitten by Pennywise and a abusing teen girl named Beverley  Pennywise is an Alien dressed up as a clown not his species is a clown  Imagine that It was a SciFi horror movie  These clowns are creepy or not too creepy Not for school people  These creators dont know when they can allowed to say swear words  I thought it was PG13 but its R  It has tons of blood and gore  I love Halloween but this was so trash If you love this movie then shame on you Just stop loving this movie Maybe Rebecca Spark will probably hate this,12
139476,1424번,It,8,Honestly I dont know who would want to watch such movies  The creepy Halloween decorations they have out in the stores scares ME a little still but Im just a sensitive teen,2
139477,1424번,It,8,The origonal IT is ok for kids but not the new one because  it to violent there you go dudes,1
139478,1424번,It,8,yes  IT wouldnt be the best movie to pick if your afraid of clowns but if your not I think IT would be perfect the movie is about 7 outcasts who got bullied previously  fighting this bully but then one of there brothers Georgie denbrough  bills brother goes missing  taken from pennywise the 7 losers go out searching for Georgie and fighting pennywise  the contest behind the movie is to be who you want to be and know that you dont have to be popular to be the star  I will say throughout the movie there is a lot of language and talk on health and there isnt a lot of blood  the movie has the perfect amount of horror and comedy  I personally love the film with a passion,3
139479,1424번,It,8,This movie is great except for the language I think thats why they rated it R  Violence is like in a superhero movie and the little bit of sexual content is supposed to be comical,1
139713,1429번,James and the Giant Peach,8,Ive seen some kidsteens say its one of the worst movies  Okay I can respect that Holly R says this movie is just creepy,3
139714,1429번,James and the Giant Peach,8,These reviews you see around you are by a bunch of snowflakes who cant take anything slightly scary  For me this is a classic Ive loved since I was 4 and something that families will be happily watching together  Everything is great from the visuals the character design the stopmotion animation the simple but fun songs and great messages of family friendship and conquering your fears  This movie managed to elevate and expand upon the original book that Ill always see this as the definitive version of the story  Same with director Selicks other triumphant classics of Coraline and The Nightmare Before Christmas,5
139715,1429번,James and the Giant Peach,8,This movie was terrible It was so boring,1
139716,1429번,James and the Giant Peach,8,Its on the older side of animation but overall and funny movie great for kids 8  This movies does contain the word ass but thats about it for language  Can scare young or sensitive children  Very little sexual references the centipede flirts with the spider repetitively there is also a scene where the cricket asks the centipede its longitude and latitude but the centipede mistakes the question as asking him the size of his yknow  The centipede replies to the cricket with thats very personality information,5
139717,1429번,James and the Giant Peach,8,Ive loved this movie since I saw it when I was 8,1
139718,1429번,James and the Giant Peach,8,I like this movie but I dont think it is appropriate for kids 9 because the aunts try to kill James with an axe and they also abuse him,1
139719,1429번,James and the Giant Peach,8,As a Tim Burton fan i think the movie was awsome a piece of art,1
139720,1429번,James and the Giant Peach,8,Okay so first let me say the book is AMAZING  Fun heartwarming and just weird enough to be memorable  The movie though   ugh  First the beginning is TERRIFYING  I wasnt allowed to watch this when I was little and I see why  I mean a giant rhinoceros appears from the sky and basically murders a kids parents leaving him in the hands of his abusive and repulsive aunts  Family entertainment at its best  And the rest of the movie just doesnt make sense  I fell asleep partway through and when I woke up they were   in space And yet I honestly dont feel like I missed out on much  Even the songs are weird somewhat tuneless and add nothing to the plot  I USUALLY love Tim Burton movies but this one was just a disappointment  I only gave it that extra star because the grasshopper glow worm and centipede are hilarious and add just a little whimsy to an otherwise unsettling and skippable movie,13
139721,1429번,James and the Giant Peach,8,A great movie but the Aunts are really mean and we dont like that bit but I know that its only for he movie and they arent like that in real life and they are just acting  I really like when James is in the peach and having the adventures,2
139722,1429번,James and the Giant Peach,8,This movie was great   I would have to say that the bugs arent really creepy but thats just my opinion   The movie was an interesting kind of weird   My brother who is 6 says the movie was good and actiony,4
140099,1436번,Jaws,8,this movie is not scary  I heard that some people were afraid to have a BATH after this movie what  there is only a little blood and the scariest thing was hoping my mom would not come in on those parts,3
140100,1436번,Jaws,8,So many parents who watched it in their day  Talk this movie up so much  It is not scary and I think a baby could handle this  But some things to realise is that their are complete idiots in this movie and I know people allergic to jerks  If you thought that was real you shouldnt be thinking about watching jaws ,4
140101,1436번,Jaws,8,Jaws although being old is very scary  There are TONS of graphic shark attacks including a man being eaten alive while he screams in agne and spits up blood  There is also a scene where a sunken boat is found and a dead mans head appears without an eye  Although it isnt that realistic it is incredibly disturbing  The first scene also shows a girl getting naked and then jumping into the water  Jaws is violent but one of the best movies I have ever seen,6
140102,1436번,Jaws,8,This was a fantastic movie Im not a fan of anything bloody but I really did enjoy watching it I think you should wait until 11 or 12 depending on what you can handle  The first scene in the movie is a girl who is attacked by a shark and then a child does which is really sad and we do see some remains of a shark victim that is disturbing dead people and a really disturbing scene of a man tragically be torn to bits by a shark on a boat but other than these things it isnt too horrible  A few jump scares but nothing sexual or to harsh  I just think parents should watch with their children but other than that a pretty good movie,6
140103,1436번,Jaws,8,I think Jaws is a really good movie to watch with family  It can be a little scary at times but it is over all not that scary  There is not that much gore or very graphic deaths  I think it is a great movie but if your kid is more scared of the ocean and sharks then I would say this movie is not for them,4
140104,1436번,Jaws,8,This movies special effects are amazing  The first time I watched this movie I didnt really know what to expect but I actually thought that everything in the movie couldve actually happened  This movie does show blood and people by the shark though the blood is basically only in the water  The movie also shows the characters drinking   I think this movie should probably be watched by 12 because there are a lot of kids who arent exposed to certain things like drinking till theyre older  Over all I think this is an amazing movie 1010 would recommend,6
140105,1436번,Jaws,8,Jaws is an excellent shark film but be aware there is blood violence and smoking  This classic movie does not disappoint as Steven Spielberg movies never do There are a few bloody attack moments but not all shark attacks show blood as well as some few intense jump scare moments that may be to intense for younger viewers  Overall its a great movie to watch,4
140106,1436번,Jaws,8,This is a GREAT classic film  This film In my opinion Is suitable for kids 11 and up  There is some blood and gore but otherwise it should be just fine as long as your kids dont get frightened too easily,3
140107,1436번,Jaws,8,Great horror movie about the hunt for a deadly great white shark,1
140108,1436번,Jaws,8,This an amazing movie and I really do think anyone who is mature,1
141158,1469번,Jurassic Park,8,Jurassic Park is a movie about an island that is inhabited by dinosaurs that are kept in cages and enclosures  The dinosaurs were brought back by dna found in a bug that was encased in amber  The park gets visitors and during this tour the power gets cut and dinosaurs go rampant taking over the park and killing scientists and tourists  Alan is one of these tourists and he starts using his skillset to keep two children alive while they fight to get the dinosaurs back in containment,4
141159,1469번,Jurassic Park,8,I think this movie is great and that the dinosaurs are done really well  There is a lot of action and a few bloody scenes but nothing that bad,2
141160,1469번,Jurassic Park,8,This is a great movie It might be a little scary at points but that just adds to the suspense action and terror Some violent areas like a man getting eaten off a toilet and a severed arm on a womans shoulder  Overall a GREAT movie though Hope you enjoy,6
141161,1469번,Jurassic Park,8,jurassic park is a movie that has dinosaurs in a park that shows what they look like and how they act but they get fre and take over the island,1
141162,1469번,Jurassic Park,8,Where do I even begin Its amazing  The plot is amazingly original the characters are very enjoyable and than theres the action  Where do I begin The Dinosaurs look AMAZING and the action is excellent creative and amazingly exciting  The acting is spectacular  I cant even put it into words how good the actors did  Flawless,8
141163,1469번,Jurassic Park,8,Must see I bet you parents seen this but you are not sure for kids well easy there is chomping the main bad guy Denis died not at the end you think the TRex is bad but you relies the tRex is good and saves the day by eating 4 raptors and the best  classic WHEN DINOS ROARED THE  EARTH banner falls when the tRex roars  A car chase happens and just to say its a exiting scary story that will fill any body up with exiting action even if you hate dinosaurs as you they roared the earth once and not fully a dinosaur movie,2
141164,1469번,Jurassic Park,8,Iv seen both Jurassic Park and JawsI personally think JAWS is a little bit better and like both of them  It is intense with some body parts falling off but fine for kids 10,2
141165,1469번,Jurassic Park,8,This movie is one of works of the legendary director Stephen Spielberg and special effects designer Stan Winston the made behind the Terminator Jaws Edward Scissorhands and many more  The movie was released to the world in 1993  Based on the novel by Michael Crichton published in 1990 this movie is a watch for the whole family  It was filmed in Kauai one of the Hawaiian Islands,4
141166,1469번,Jurassic Park,8,I loved this movie had violence but not so bad and langauge and drinking and smoking and a half naked girl in her bra and panties,1
141220,1469번,Jurassic Park,8,This is a very entertaining movie as well scary but not that scary  I really enjoyed this movie my 7 year old sister was a bit scared at some points but I think its fine  I personally think 9 is a,3
141221,1469번,Jurassic Park,8,Jurassic Park is about a theme park full of dinosaurs  Before it can go public it needs to be proven safe by a lawyer a mathematician and 2 dinosaur experts  The grandkids of the parks creator also tag along for the ride  And as you might expect everything goes wrong,4
141222,1469번,Jurassic Park,8,I watched this movie when I was 7 and it was fine  If your trying to find a movie to watch with your family pick this Only part that may be frightening for young children is when the tRex eats the guy off a toilet LOL,3
141223,1469번,Jurassic Park,8,I think this movie should have been rated M or PG 13 cause some scenes may be a bit scary  Also towards the end it swung to close to the horror genre,2
141224,1469번,Jurassic Park,8,Jurassic Park is a movie classic with peril and slim to none gory violence  The story is about archaeologists that get a opportunity to work at a dinosaur theme park but when a monsoon rolls into the island the dinosaurs in habitat escape  Lots of dinosaur jump scares but most kids and pre teens would be able to handle it  Characters use tranquilizer guns as well as machine guns  Dinks kill each other and humans through biting venom saliva spit and pouncing onto humans dinos  A character loses a arm and scares a main character which could be scary to younger kids  Kids get electrocuted and are in peril through the movie  Mild cursing such as son of a btch sht and damn  Overall great movie that older Kids and pre teens will love,9
141225,1469번,Jurassic Park,8,the is a brilliant movie but also good for younger kids because it could never happen in real life  highly reccomended as long as your kid is not too sensitive  there are positive adult role models  enjoy,4
141226,1469번,Jurassic Park,8,Great movie but not for young children,1
141227,1469번,Jurassic Park,8,The Movie includes alot of scifi violence  There are scenes where dinosaurs kill people but it is not gory  Also some language Samuel L  Jackson so it is not for small ones  Great for 1015 year old,4
141228,1469번,Jurassic Park,8,Parents need to know that this amazing film by Steven Spielberg is amazing  There is definitely lots of violence some of it quite gruesome involving a severed arm  Lots of terror as well and some language including a few ST and hells and damns and more  Positive role models and messages and helping them from dying of course and some product placements and of screen merchandising,4
141246,1469번,Jurassic Park,8,The classic Jurassic Park is a great movie with some fake animal violence,1
141247,1469번,Jurassic Park,8,Jurassic park is a good movie with some blood children in constant peril and realistic dinosaurs  Overall fine for tweens,2
141248,1469번,Jurassic Park,8,Astounding film filled with epic and memorable scenes  A great first PG13 film for kids,2
141249,1469번,Jurassic Park,8,Jurassic Park is the ultimate combination of great acting terrific special effects and a script that really couldnt get any greater than it is  Since that script is about dinosaurs eating people it can be a very intense movie for some  I wouldnt call it scary as there isnt more than one true jumpscare but the rest of the intense scenes are played out very realistically with a real sense of grittiness and peril  The most brutal scene involves a man getting eaten whole by a T rex but as with all the other scenes theres not much blood  Language never goes too vulgar goddamn son of btch hell one big pile of sht etc  and even at that its few and far inbetween,6
141250,1469번,Jurassic Park,8,All the Jurassic Park movies are amazing but this one is by far the best  Older tweens and teens should be able to handle it  The dinosaurs are very realistic and might scare some younger kids but if they can handle scary things then they should be fine  Theres a lot of violence most if it isnt too bloody but it can still get a bit gruesome  The swearing is pretty mild for a PG13 movie at least compared to more recent PG13 movies it is  The swearing is mostly hell and damn with sht in there once or twice as well as religious profanity like oh my God etc  As long as kids know that dinosaurs arent real and scientists arent going to bring them back they should be fine,7
141251,1469번,Jurassic Park,8,Whoever cab87670 is They are a liar,1
141252,1469번,Jurassic Park,8,This movie was the best but I dont think anyone under 14 should watch it it has some blood and gore lots of violence swearing and frightening scenes we also see a bloody animal leg land on a car  Its not your average dinosaur movie  But for 14 and up its awesome,3
141253,1469번,Jurassic Park,8,great classic spielberg film violence may disturb younger audiences and the swearing is a little much,1
141254,1469번,Jurassic Park,8,I watched it with my papaw and i thought it was really good One of my favorite movies overall  The parts i would look into was that When the goat was gone A bloody legarm of a goat landed on the car  The second part is when The girl goes to the shack to get the power to come back on she runs because the raptor chases her and mr arnolds arm slides out on her shoulder she walks forwards and its his arm that had been bit off and was very bloody  they say a few cuss words like 2 or three they say sh and bi,5
141265,1469번,Jurassic Park,8,This is a spectacular movie  The special effects of this movie are astounding and the dinosaurs are extremely realistic   the first thirty or forty minutes of this movie are mostly touring the park which some kids may find boring and want to stop the movie   But make sure they stick with it  because this movie turns into a fantastic thrill ride with suspense aplenty   In this classic thriller characters are almost always in danger   People are killed in this movie but most of the violence is not bloody in fact most of the deaths are not even fully shown   Only for or five people die in the entire movie   There are only two slightly violent scenes in which a goats leg is thrown on a window by a dinosaur and when a decapitated and rather fake looking arm is grabbed by a character which she drops almost immediately and is not shown again   Some blood is shown but it is mostly just scrapes and cuts on the people who survive   Language is scarce and I thought that this film was not scary at all but younger viewers may disagree   Overall I would say that this movie is a great family film and you only might want to preview it  for extremely young and sensitive children,11
141266,1469번,Jurassic Park,8,Jurassic Park is a classic fun film for older kids  This film brings awe and wonder with its nice use of animatronic and CGI dinosaurs but with that brings terror and violet imagery  Even as  a mostly blood and goreless film expect character deaths from dinos big and small  While most deaths arent graphic or are done off screen there is one main exception with a scene involving a large dino that jumpscares you and a severed arm landing on another character  Even with the lack of extreme violence its still an intense movie involved peril and pursuit throughout   Sexual content is limited with the main one being a woman in a bikini on one of the staff members computers  Language is moderate with usual curses and 12 uses of the word st  Overall you really have to know your kid  Some kids may be fine with the violence but think its too scary  Others might not like some of the mildlyintense death scenes  I recommend you give it a viewing before letting your kid see it,10
141267,1469번,Jurassic Park,8,This is truly one of the greatest movies ever although the violence is high there a severed arm shown and some swearing to also people are eaten and a mans face is eaten off screen but you see the raptor on the guy getting eaten a man is eaten off of a toilet and a bloody leg is shown but overall its a must see movie,1
141268,1469번,Jurassic Park,8,This movie is definitely strong at some points and weak at others  I felt like in the first act of the movie was dull boring horribly written and not well acted but the second act was absolutely great It had amazing peril and just what i was looking for out of this movie but act three didnt get off that lucky because it gets worse by a bit but overall definitely a movie people should see,3
141269,1469번,Jurassic Park,8,Really nothing to worry about  I watched it when I was six I was more fascinated then frightened  Parents Its good to let kids watch cool scifi violence and know a good movie to recommend and discuss with friends Its actually imaginationbuilding and not letting them watch movies can leave them very behind when theyre older Not appropriate for momsthough   My friends parents wouldnt let her watch Harry Potter when she was younger and now shes so set back on all the new action movies everyones talking about at school and very depressed about it,6
141270,1469번,Jurassic Park,8,The movie Jurassic Park is about an islandamusement park with  living dinosaurs  This movie is a classicactionscience fiction movie  The movie centers around two paleontologist that are asked to come see the park by its founder and creator  This movie is about dinosaurs that look very realistic this could be frightening for younger viewers  Characters swear  frequently throughout and one main character smokes throughout the movie  Overall this is a very exciting and well made film  I think it would be great for 13 and up depending on the maturity of the 13 year old,7
141271,1469번,Jurassic Park,8,Good film but definitely not for little children  I tried to show it to my 6 year old brother and he got bored at the start  Then I remembered the about the dinosaurs and turned it off   Not that scary but you need a good attention span to pay attention te some of the dialogue at the start   It is not a 12 or it would be a 12 on the box I watched this when I was 10 and that was a good age  Its a PG,5
141272,1469번,Jurassic Park,8,I watched this movie a year or two ago and I still love it to today  This movie is pretty fake but worth watching  The dinosaurs I have an exception for the incredibly realistic giants that are the main reason of this movie,3
141273,1469번,Jurassic Park,8,theres some swearing like sht crap hell  damn son of a bch   dodam  and some blood people shooting dinosaurs  and dinosaurs eating humans,1
141456,1471번,Just Dance 2014,8,This game is the best just dance yet It has WAY more songs and more options  It has really nice songs and its a fun way to be exercised  Some parent reviews I just read said the songs with to much sex in it but everything about sex in songs is blurred  One parent said she wont even let her high school son play it but really thats just RIDICULOUS grow up parents They picked out some big pop hits and some classics  Really fun game for people to playso BUY IT,7
